"COUNTRY","Country","SEX","Sex","AGE","Age","SERIES","Series","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"NLD","Netherlands","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2019","2019",9.68648936094255,,
"NLD","Netherlands","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2020","2020",9.75036670037256,,
"NLD","Netherlands","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2021","2021",9.59195473245088,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2000","2000",13.3066533486993,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2001","2001",12.8638802010719,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2002","2002",12.6496539403925,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2003","2003",12.2881575348895,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2004","2004",11.967967020163,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2005","2005",11.819797135608,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2006","2006",11.6584565695021,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2007","2007",11.6019551404922,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2008","2008",11.5359868395871,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2009","2009",11.4397506399033,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2010","2010",11.1286284154967,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2011","2011",10.4835024995814,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2012","2012",10.2216524849474,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2013","2013",9.78910918459089,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2014","2014",9.76085269705113,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2015","2015",9.72685422197036,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2016","2016",9.52591934259132,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2017","2017",9.49619144225624,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2018","2018",9.80584376335412,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2019","2019",10.0830985585462,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2020","2020",10.1729064519163,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2021","2021",10.1945914751948,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2000","2000",13.1208260293707,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2001","2001",12.7216811648572,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2002","2002",12.4838359925211,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2003","2003",12.1574173959485,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2004","2004",11.8534689278266,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2005","2005",11.7157904195249,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2006","2006",11.5126086609792,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2007","2007",11.4492623782136,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2008","2008",11.3553271905816,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2009","2009",11.2184674525422,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2010","2010",10.9031031131764,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2011","2011",10.29015863437,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2012","2012",10.0294103143132,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2013","2013",9.66171322594517,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2014","2014",9.59072471288516,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2015","2015",9.51677293844387,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2016","2016",9.32365299875625,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2017","2017",9.38789023663038,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2018","2018",9.7168618077,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2019","2019",9.97260472741841,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2020","2020",10.046826915136,,
"NZL","New Zealand","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2021","2021",10.0612695668028,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2000","2000",12.6223105320975,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2001","2001",12.96002097856,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2002","2002",12.9130512389461,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2003","2003",13.0966361048594,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2004","2004",13.2071841541286,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2005","2005",13.1619105890485,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2006","2006",13.0199139092817,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2007","2007",13.0628435603634,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2008","2008",12.7956882835299,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2009","2009",12.6324082318078,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2010","2010",12.5472411644722,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2011","2011",12.12440057862,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2012","2012",11.7190467422943,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2013","2013",11.3769570453073,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2014","2014",11.2414239025262,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2015","2015",10.9970691487861,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2016","2016",10.9823244929945,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2017","2017",11.0553924809293,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2018","2018",11.0738616316773,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2019","2019",11.0863108876543,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2020","2020",11.2805021690757,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2021","2021",10.9304255271873,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2000","2000",12.5178914053944,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2001","2001",12.8645674711235,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2002","2002",12.8096345752356,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2003","2003",12.9670219129167,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2004","2004",13.0940819792773,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2005","2005",13.0838183792799,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2006","2006",12.986214751768,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2007","2007",12.9732711039494,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2008","2008",12.6777588248335,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2009","2009",12.549445314733,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2010","2010",12.4815092457034,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2011","2011",12.0695418189163,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2012","2012",11.6930377874787,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2013","2013",11.336168854203,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2014","2014",11.1646335408808,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2015","2015",11.0409790666256,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2016","2016",11.0153368632089,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2017","2017",11.1283374280088,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2018","2018",11.1501839887938,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2019","2019",11.0871643393327,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2020","2020",11.2425307738811,,
"NOR","Norway","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2021","2021",10.8731190592357,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2000","2000",13.7609494207403,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2001","2001",13.3280358303835,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2002","2002",12.9399728633517,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2003","2003",12.7918930826846,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2004","2004",12.8420549027567,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2005","2005",12.7843465077891,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2006","2006",12.5890801447209,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2007","2007",12.8304560933839,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2008","2008",13.0305446904391,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2009","2009",13.2553581669113,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2010","2010",13.408084790125,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2011","2011",13.8005706060761,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2012","2012",14.2235905329998,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2013","2013",14.4795160539464,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2014","2014",14.637867000705,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2015","2015",14.7602529975832,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2016","2016",14.4385646861022,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2017","2017",14.4370771991663,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2018","2018",14.5343184259421,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2019","2019",14.5817613820975,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2020","2020",14.9053658307655,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2021","2021",14.938932093234,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2000","2000",13.2923731316831,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2001","2001",12.9256101146721,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2002","2002",12.4811191411242,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2003","2003",12.3568983830992,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2004","2004",12.2038179148311,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2005","2005",12.1594769566053,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2006","2006",12.1971235594181,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2007","2007",12.4314930366082,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2008","2008",12.7449193742761,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2009","2009",12.9605194624813,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2010","2010",13.0041229166423,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2011","2011",13.3703036989721,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2012","2012",13.8110012802915,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2013","2013",14.0850995014354,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2014","2014",14.2799762477868,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2015","2015",14.4585856192121,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2016","2016",14.2245517327414,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2017","2017",14.304583723192,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2018","2018",14.4344527049773,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2019","2019",14.5471505071472,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2020","2020",14.8217877779646,,
"POL","Poland","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2021","2021",14.8572147559717,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2000","2000",12.8741742181887,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2001","2001",12.7783625289189,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2002","2002",12.6198114281721,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2003","2003",12.8494583206197,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2004","2004",12.8619969322417,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2005","2005",12.7233826311574,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2006","2006",13.0323493710487,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2007","2007",12.9852533450922,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2008","2008",13.1613405526804,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2009","2009",13.4145115249517,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2010","2010",13.8963738561881,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2011","2011",15.2022753452161,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2012","2012",15.3379896822314,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2013","2013",15.3167062570485,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2014","2014",15.2528468650216,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2015","2015",14.7714733072556,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2016","2016",14.2599158489679,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2017","2017",13.4007147516874,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2018","2018",12.9182650938124,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2019","2019",12.4492270279403,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2020","2020",12.1584116498996,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2021","2021",11.7409916746195,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2000","2000",12.7660790571293,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2001","2001",12.6588678146686,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2002","2002",12.5260879852431,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2003","2003",12.7348682731119,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2004","2004",12.7257303669755,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2005","2005",12.6178744284975,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2006","2006",12.7788791613742,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2007","2007",12.8897003033865,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2008","2008",13.0390788995046,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2009","2009",13.3107297442229,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2010","2010",13.8240705870917,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2011","2011",14.8096761952349,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2012","2012",14.8592554280813,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2013","2013",14.8451091195329,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2014","2014",14.7120084400795,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2015","2015",14.2977245819076,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2016","2016",13.7851071224887,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2017","2017",13.1495628106381,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2018","2018",12.6425934938937,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2019","2019",12.2131434053734,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2020","2020",11.9217397037347,,
"PRT","Portugal","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2021","2021",11.5069500569438,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2000","2000",14.3727104048717,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2001","2001",14.4081363593558,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2002","2002",14.1245593419506,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2003","2003",14.1913429112579,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2004","2004",13.4227260160353,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2005","2005",12.9196750902527,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2006","2006",12.4190674835962,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2007","2007",12.6590553422444,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2008","2008",12.7080796945281,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2009","2009",13.3666835742666,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2010","2010",14.0394960442574,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2011","2011",14.4545496732876,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2012","2012",14.8621551719516,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2013","2013",15.1859866896709,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2014","2014",15.55897554349,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2015","2015",15.0611801376956,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2016","2016",14.8050836389671,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2017","2017",14.5362941481412,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2018","2018",14.1019348046357,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2019","2019",13.871621932422,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2020","2020",13.5600454646324,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2021","2021",14.2078296599313,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2000","2000",14.0030147257759,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2001","2001",13.8069908814589,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2002","2002",13.6299299950269,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2003","2003",13.7494760108227,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2004","2004",13.0219925308385,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2005","2005",12.6655065446016,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2006","2006",12.2951745959995,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2007","2007",12.3979380369223,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2008","2008",12.5459924598748,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2009","2009",13.0406077066686,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2010","2010",13.634504893733,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2011","2011",13.9696665219954,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2012","2012",14.3644576856865,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2013","2013",14.7152338418619,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2014","2014",14.9531223650127,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2015","2015",14.727729646793,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2016","2016",14.6590184599624,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2017","2017",14.4021929669713,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2018","2018",13.9851508493172,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2019","2019",13.8401598625416,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2020","2020",13.7148000663028,,
"SVK","Slovak Republic","MW","All persons","3539","35 to 39","PER_L","Share of labour force","A","Annual","2021","2021",14.1287774060993,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2000","2000",14.3649447975045,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2001","2001",14.4316546762589,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2002","2002",14.5755621277074,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2003","2003",14.6144909057232,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2004","2004",14.5755905445654,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2005","2005",14.4371916898337,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2006","2006",14.5787924133187,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2007","2007",14.5835698131339,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2008","2008",14.7496413231119,,
"ESP","Spain","MW","All persons","3539","35 to 39","PER_E","Share of employment","A","Annual","2009","2009",15.1055458824711,,
